order_item_id,reason,status,refund_amount,restocking_fee,created_at
46278,Not satisfied,initiated,94.82,10.54,2026-03-12 16:03:00
46302,Too large,initiated,13.21,1.47,2025-08-22 01:15:00
46381,Better price found,initiated,931.9,103.55,2026-01-01 04:34:00
46474,Not as described,refunded,42.63,4.74,2025-09-25 21:15:00
46540,Not as described,denied,535.6,59.51,2025-04-19 07:27:00
46582,Arrived damaged,refunded,318.37,35.37,2026-03-18 05:59:00
46614,Too small,initiated,167.7,18.63,2025-11-20 23:54:00
46658,Not satisfied,refunded,24.14,2.68,2025-06-16 19:19:00
46748,Arrived damaged,refunded,327.37,36.37,2026-01-19 05:01:00
46750,Not satisfied,denied,58.63,6.51,2026-01-11 05:01:00
46752,Arrived damaged,initiated,67.0,7.44,2025-12-16 15:01:00
46783,Not as described,initiated,215.37,23.93,2025-08-03 22:11:00
46805,Changed my mind,refunded,196.65,21.85,2025-05-22 06:41:00
46831,Defective item,refunded,74.79,8.31,2025-09-09 02:43:00
46867,Wrong color,initiated,87.07,9.67,2025-03-14 07:53:00
46944,Not satisfied,refunded,235.28,26.14,2025-04-26 06:51:00
47041,Too large,denied,121.9,13.54,2025-12-07 00:18:00
47123,Not satisfied,denied,115.54,12.84,2025-03-19 15:36:00
47130,Wrong color,initiated,430.06,47.78,2025-09-04 01:36:00
47271,Wrong color,refunded,169.69,18.85,2025-04-18 16:38:00
47412,Duplicate order,initiated,211.41,23.49,2025-09-13 11:28:00
47778,Wrong color,denied,191.21,21.25,2025-03-02 02:05:00
47782,Better price found,initiated,50.46,5.61,2025-09-04 08:28:00
47811,Defective item,denied,89.31,9.92,2025-09-17 16:07:00
47818,Defective item,denied,30.24,3.36,2025-04-18 07:20:00
47871,Too large,refunded,133.46,14.83,2025-04-27 01:35:00
47890,Too small,denied,47.29,5.25,2025-09-05 06:36:00
47932,Changed my mind,denied,221.8,24.64,2025-05-05 03:36:00
47935,Changed my mind,initiated,134.57,14.95,2026-02-01 14:56:00
48057,Wrong color,initiated,215.11,23.9,2025-07-29 16:17:00
48100,Too small,initiated,18.28,2.03,2025-12-31 10:20:00
48108,Not as described,denied,79.66,8.85,2025-01-26 19:34:00
48265,Not as described,initiated,228.85,25.43,2025-08-16 14:52:00
48309,Too large,denied,19.36,2.15,2026-02-26 16:27:00
48352,Not as described,initiated,22.11,2.46,2025-12-17 15:09:00
48355,Not satisfied,denied,146.12,16.24,2025-05-12 19:57:00
48400,Arrived damaged,denied,17.53,1.95,2025-09-03 03:12:00
48419,Better price found,initiated,62.39,6.93,2025-02-27 12:52:00
48480,Not satisfied,initiated,385.1,42.79,2025-02-27 19:25:00
48502,Not as described,denied,126.01,14.0,2025-05-23 10:55:00
48506,Duplicate order,refunded,187.3,20.81,2025-12-25 08:52:00
48644,Duplicate order,initiated,256.55,28.51,2025-03-25 04:35:00
48710,Better price found,initiated,63.61,7.07,2025-11-01 04:54:00
48737,Duplicate order,initiated,53.58,5.95,2025-12-20 11:58:00
48747,Duplicate order,initiated,129.92,14.44,2025-09-21 18:07:00
48860,Wrong color,refunded,326.45,36.27,2025-07-01 11:08:00
48920,Better price found,denied,151.13,16.79,2025-12-05 04:18:00
49122,Arrived damaged,refunded,214.54,23.84,2025-03-12 20:50:00
49242,Changed my mind,denied,260.05,28.89,2026-03-01 19:51:00
49348,Defective item,denied,93.01,10.33,2025-04-26 11:58:00
49376,Not as described,denied,44.36,4.93,2025-08-22 08:46:00
49386,Defective item,refunded,11.72,1.3,2025-07-20 07:21:00
49400,Not satisfied,denied,94.15,10.46,2025-06-08 12:30:00
49413,Not as described,initiated,76.28,8.48,2026-02-11 00:35:00
49436,Too large,denied,255.2,28.36,2026-03-02 00:01:00
49449,Not satisfied,initiated,584.55,64.95,2026-02-25 15:50:00
49524,Defective item,refunded,93.18,10.35,2025-08-19 20:49:00
49576,Better price found,denied,42.32,4.7,2025-11-25 00:53:00
49591,Too large,denied,65.7,7.3,2025-12-04 14:02:00
49630,Arrived damaged,denied,19.71,2.19,2025-08-04 18:23:00
49631,Duplicate order,refunded,269.64,29.96,2025-07-23 18:23:00
49650,Better price found,refunded,133.78,14.87,2025-06-17 07:40:00
49764,Changed my mind,denied,132.23,14.69,2025-01-28 12:45:00
49955,Arrived damaged,denied,53.44,5.94,2025-11-10 03:22:00
50011,Better price found,refunded,42.07,4.67,2025-03-30 02:28:00
50016,Not satisfied,refunded,121.3,13.48,2025-01-13 20:46:00
50042,Too small,refunded,118.94,13.22,2025-05-25 13:38:00
50163,Too small,denied,470.37,52.26,2025-09-04 05:25:00
50194,Too small,initiated,376.3,41.81,2025-04-25 05:34:00
50250,Not satisfied,refunded,448.34,49.82,2026-03-02 15:32:00
50299,Better price found,refunded,262.35,29.15,2025-04-16 10:43:00
50318,Defective item,denied,63.63,7.07,2025-12-20 13:52:00
50497,Too large,initiated,109.33,12.15,2025-07-28 12:59:00
50576,Too large,refunded,43.15,4.79,2026-01-13 04:50:00
50649,Too large,initiated,274.94,30.55,2025-05-18 20:05:00
50695,Not as described,refunded,71.97,8.0,2025-12-27 00:44:00
50826,Too small,denied,11.29,1.25,2026-02-23 02:52:00
50847,Defective item,refunded,45.67,5.07,2026-03-17 08:56:00
50977,Too large,initiated,17.21,1.91,2025-12-22 02:56:00
50979,Not as described,initiated,24.38,2.71,2025-06-13 22:42:00
50989,Wrong color,denied,206.91,22.99,2026-03-08 05:50:00
51058,Too large,refunded,99.4,11.04,2025-08-09 01:28:00
51068,Defective item,refunded,437.38,48.6,2025-04-24 02:47:00
51087,Too large,denied,86.37,9.6,2025-06-26 15:50:00
51141,Changed my mind,refunded,73.3,8.14,2026-02-26 12:45:00
51188,Defective item,initiated,95.77,10.64,2025-09-22 05:09:00
51316,Too small,denied,184.95,20.55,2025-04-18 15:43:00
51444,Too small,refunded,76.59,8.51,2025-02-08 10:44:00
51565,Too small,refunded,16.25,1.81,2025-03-07 12:57:00
51684,Duplicate order,initiated,68.48,7.61,2025-11-08 20:46:00
51705,Too small,denied,324.14,36.02,2025-08-02 00:38:00
51910,Too small,refunded,208.9,23.21,2025-02-22 07:33:00
51920,Defective item,denied,114.8,12.76,2025-10-25 06:01:00
51966,Arrived damaged,denied,39.02,4.34,2025-04-28 18:49:00
52010,Arrived damaged,refunded,161.86,17.98,2025-12-30 06:06:00
52111,Arrived damaged,initiated,174.85,19.43,2025-02-07 21:55:00
52270,Changed my mind,refunded,643.63,71.51,2025-08-06 01:57:00
52292,Defective item,denied,79.79,8.87,2025-06-23 12:57:00
52297,Changed my mind,denied,50.68,5.63,2025-06-26 16:49:00
52520,Duplicate order,initiated,90.23,10.02,2025-12-24 09:49:00
52555,Better price found,denied,100.48,11.16,2025-10-18 01:22:00
52567,Too large,denied,129.42,14.38,2025-02-28 23:56:00
52603,Defective item,denied,41.42,4.6,2025-11-02 01:23:00
52618,Not as described,refunded,611.52,67.95,2026-02-23 12:30:00
52791,Duplicate order,refunded,35.52,3.95,2025-05-05 07:23:00
52794,Arrived damaged,initiated,124.42,13.82,2025-05-20 05:17:00
52823,Better price found,denied,53.84,5.98,2025-07-25 13:42:00
52864,Better price found,denied,15.3,1.7,2025-02-13 02:55:00
52878,Not as described,refunded,341.62,37.96,2025-02-13 08:50:00
52975,Arrived damaged,denied,140.2,15.58,2025-10-13 10:52:00
53104,Not satisfied,denied,213.22,23.69,2025-08-03 13:49:00
53170,Too large,initiated,223.36,24.82,2025-07-28 01:51:00
53240,Not satisfied,initiated,212.62,23.63,2026-02-17 14:46:00
53328,Better price found,initiated,42.4,4.71,2026-03-04 20:50:00
53343,Not as described,denied,26.95,3.0,2025-03-05 11:43:00
53365,Arrived damaged,denied,55.72,6.19,2025-09-14 17:03:00
53386,Changed my mind,initiated,125.37,13.93,2025-08-04 18:30:00
53539,Changed my mind,refunded,49.0,5.44,2025-06-24 00:20:00
53568,Too small,refunded,85.01,9.45,2025-04-06 15:34:00
53569,Duplicate order,refunded,43.99,4.89,2025-03-23 15:34:00
53650,Too small,initiated,29.7,3.3,2025-02-14 00:31:00
53654,Too small,refunded,275.24,30.58,2025-07-05 12:54:00
53779,Not as described,refunded,134.25,14.92,2025-02-10 04:44:00
53795,Too small,denied,99.52,11.06,2025-07-16 20:56:00
53816,Duplicate order,denied,159.65,17.74,2025-04-29 04:35:00
53819,Arrived damaged,refunded,22.56,2.51,2025-08-06 07:31:00
53824,Not satisfied,denied,31.73,3.52,2025-11-02 16:53:00
53841,Better price found,initiated,42.15,4.68,2025-10-31 20:04:00
53909,Arrived damaged,denied,117.88,13.1,2026-01-22 23:14:00
53971,Too large,refunded,90.45,10.05,2025-12-11 09:39:00
54013,Changed my mind,refunded,11.97,1.33,2025-02-16 00:58:00
54014,Not satisfied,refunded,68.47,7.61,2025-03-04 00:58:00
54060,Too large,denied,177.28,19.7,2025-10-12 17:43:00
54064,Better price found,initiated,75.56,8.4,2025-06-29 18:18:00
54282,Wrong color,refunded,45.01,5.0,2025-03-16 02:30:00
54284,Better price found,refunded,612.2,68.02,2025-08-29 12:05:00
54313,Changed my mind,initiated,65.65,7.29,2025-02-04 15:49:00
54383,Duplicate order,denied,135.88,15.1,2025-12-22 18:50:00
54462,Arrived damaged,initiated,145.75,16.19,2025-12-25 18:05:00
54472,Defective item,denied,253.61,28.18,2025-06-21 01:23:00
54484,Too small,initiated,885.13,98.35,2025-09-23 01:20:00
54499,Too large,refunded,31.36,3.48,2025-11-05 00:57:00
54769,Wrong color,initiated,15.72,1.75,2026-02-21 21:45:00
54780,Not satisfied,denied,176.63,19.63,2025-08-08 11:29:00
54920,Too small,denied,72.99,8.11,2025-10-12 09:21:00
54976,Too large,initiated,9.06,1.01,2025-02-16 22:03:00
55274,Not satisfied,refunded,38.31,4.26,2025-08-18 22:09:00
55290,Not as described,initiated,313.01,34.78,2025-03-14 06:47:00
55306,Arrived damaged,denied,136.94,15.22,2026-01-26 15:04:00
55342,Arrived damaged,denied,63.92,7.1,2026-02-12 03:30:00
55350,Arrived damaged,initiated,398.63,44.29,2025-09-19 23:33:00
55408,Duplicate order,refunded,71.7,7.97,2025-03-12 04:14:00
55413,Not as described,initiated,99.59,11.06,2025-07-31 10:08:00
55414,Defective item,initiated,36.69,4.08,2025-08-13 10:08:00
55505,Defective item,denied,177.36,19.71,2025-05-11 10:26:00
55604,Too large,denied,114.98,12.78,2025-05-21 14:08:00
55642,Wrong color,refunded,210.2,23.35,2025-12-04 19:43:00
55781,Too small,refunded,219.24,24.36,2026-02-05 11:12:00
55810,Too small,initiated,66.45,7.38,2025-03-27 13:54:00
55817,Defective item,initiated,33.9,3.77,2026-02-16 19:49:00
55988,Wrong color,initiated,218.69,24.3,2026-02-28 20:03:00
55990,Better price found,denied,256.25,28.47,2026-03-09 20:03:00
56009,Better price found,denied,36.94,4.1,2025-11-10 21:46:00
56010,Not as described,initiated,133.45,14.83,2025-11-15 21:46:00
56012,Too large,initiated,149.8,16.64,2025-11-06 21:46:00
56042,Too small,refunded,408.21,45.36,2025-10-26 09:42:00
56082,Too large,refunded,26.68,2.96,2025-10-21 07:13:00
56092,Arrived damaged,denied,222.43,24.71,2025-11-21 13:32:00
56096,Defective item,refunded,196.56,21.84,2025-10-22 06:39:00
56135,Not as described,refunded,126.25,14.03,2025-05-27 10:37:00
56137,Wrong color,initiated,29.36,3.26,2025-04-11 05:09:00
56190,Changed my mind,initiated,52.3,5.81,2026-03-22 17:05:00
56211,Too small,initiated,79.3,8.81,2025-02-11 05:41:00
56261,Defective item,denied,53.73,5.97,2026-02-17 20:21:00
56271,Defective item,denied,135.73,15.08,2025-02-23 20:57:00
56325,Not as described,denied,90.0,10.0,2026-02-16 01:51:00
56398,Changed my mind,initiated,192.31,21.37,2026-02-01 22:16:00
56472,Arrived damaged,initiated,77.96,8.66,2025-05-26 20:51:00
56568,Better price found,initiated,123.55,13.73,2025-05-04 11:52:00
56844,Changed my mind,refunded,123.43,13.71,2025-01-29 10:23:00
56852,Too small,initiated,144.49,16.05,2025-05-13 18:52:00
56855,Arrived damaged,denied,49.52,5.5,2026-01-03 10:27:00
56959,Duplicate order,denied,133.35,14.82,2025-12-21 00:20:00
57036,Better price found,initiated,709.99,78.89,2026-02-13 22:07:00
57121,Better price found,denied,88.42,9.82,2026-02-27 17:01:00
57178,Too small,initiated,122.47,13.61,2025-11-05 08:42:00
57195,Better price found,refunded,127.22,14.14,2025-11-15 01:47:00
57228,Arrived damaged,refunded,132.16,14.69,2025-01-08 08:08:00
57322,Arrived damaged,initiated,56.18,6.24,2025-10-23 07:00:00
57336,Too small,denied,373.0,41.44,2025-06-17 13:59:00
57372,Too large,initiated,33.23,3.69,2025-03-21 12:03:00
57453,Not satisfied,denied,358.56,39.84,2025-03-26 06:53:00
57495,Too large,initiated,119.47,13.27,2025-11-01 19:37:00
57671,Wrong color,initiated,102.9,11.43,2025-09-13 12:05:00
57746,Arrived damaged,refunded,386.37,42.93,2025-11-30 07:42:00
57866,Changed my mind,initiated,90.31,10.03,2025-11-12 09:53:00
57935,Defective item,initiated,25.18,2.8,2025-03-04 20:51:00
57945,Wrong color,refunded,91.66,10.18,2026-02-24 03:07:00
57947,Too large,initiated,169.55,18.84,2025-08-03 11:23:00
57983,Arrived damaged,initiated,1005.89,111.76,2025-06-12 19:17:00
58022,Wrong color,refunded,69.07,7.67,2025-01-20 06:46:00
58068,Not satisfied,initiated,22.38,2.49,2026-02-28 20:03:00
58099,Too small,denied,242.87,26.98,2025-04-21 00:26:00
58137,Too large,denied,47.85,5.32,2025-12-21 15:02:00
58138,Defective item,initiated,445.79,49.53,2025-12-26 15:02:00
58204,Not satisfied,initiated,237.55,26.39,2025-11-13 03:15:00
58211,Wrong color,refunded,76.59,8.51,2025-01-28 10:34:00
58550,Arrived damaged,refunded,26.65,2.96,2025-10-15 23:18:00
58560,Wrong color,initiated,293.85,32.65,2026-03-08 06:32:00
58767,Changed my mind,denied,25.77,2.86,2025-12-25 17:31:00
58883,Defective item,initiated,388.99,43.22,2025-07-16 14:17:00
58907,Duplicate order,refunded,27.65,3.07,2025-11-21 03:54:00
58950,Not as described,denied,884.2,98.24,2025-12-26 22:07:00
59021,Not as described,initiated,19.2,2.13,2026-01-10 02:45:00
59165,Too large,initiated,100.85,11.2,2026-03-02 12:40:00
59177,Too large,denied,76.55,8.5,2025-10-14 08:24:00
59182,Not satisfied,denied,124.11,13.79,2025-06-14 03:33:00
59214,Changed my mind,refunded,1152.47,128.05,2025-04-06 17:33:00
59239,Changed my mind,initiated,307.25,34.14,2025-12-15 04:47:00
59284,Too large,denied,202.7,22.52,2025-10-16 04:28:00
59397,Duplicate order,initiated,35.06,3.89,2025-09-26 20:29:00
59419,Defective item,initiated,85.94,9.55,2025-03-24 03:20:00
59443,Better price found,initiated,366.41,40.71,2025-03-08 00:35:00
59450,Changed my mind,refunded,161.11,17.9,2025-12-27 03:48:00
59495,Defective item,denied,210.89,23.43,2025-10-22 18:53:00
59551,Defective item,denied,447.71,49.75,2025-07-22 13:00:00
59556,Too large,initiated,85.07,9.45,2026-03-14 12:41:00
59592,Not as described,initiated,143.03,15.89,2025-06-04 08:02:00
59700,Wrong color,refunded,66.8,7.42,2025-11-10 04:02:00
59721,Changed my mind,denied,84.39,9.38,2025-08-27 02:43:00
59883,Too large,denied,579.69,64.41,2026-03-15 03:23:00
59939,Changed my mind,refunded,88.27,9.81,2025-04-20 00:22:00
59978,Changed my mind,denied,41.09,4.57,2025-12-20 04:50:00
60013,Changed my mind,initiated,375.37,41.71,2025-11-06 11:09:00
60018,Changed my mind,initiated,23.33,2.59,2025-02-09 06:05:00
60081,Wrong color,initiated,212.85,23.65,2025-08-15 11:36:00
60204,Defective item,initiated,70.39,7.82,2025-12-20 23:46:00
60274,Better price found,refunded,88.24,9.8,2025-05-13 01:22:00
60306,Not as described,refunded,63.83,7.09,2025-09-14 18:52:00
60404,Not as described,initiated,34.74,3.86,2025-07-01 05:37:00
60601,Too small,denied,187.03,20.78,2025-04-18 15:26:00
60656,Arrived damaged,refunded,333.48,37.05,2025-02-18 10:39:00
60657,Wrong color,refunded,474.53,52.73,2025-03-04 02:51:00
60675,Defective item,refunded,152.82,16.98,2025-06-10 18:14:00
60717,Changed my mind,denied,28.57,3.17,2026-01-29 22:44:00
60812,Defective item,initiated,9.0,1.0,2025-08-31 08:05:00
60835,Not as described,refunded,25.52,2.84,2025-09-10 08:56:00
60971,Wrong color,refunded,52.09,5.79,2025-04-10 23:32:00
61300,Duplicate order,denied,758.84,84.31,2025-10-28 18:41:00
61467,Too small,initiated,618.84,68.76,2025-09-16 05:54:00
61492,Not satisfied,initiated,275.92,30.66,2025-03-28 15:38:00
61573,Wrong color,initiated,239.92,26.66,2025-09-18 16:06:00
61664,Too small,refunded,91.07,10.12,2025-11-01 05:21:00
61675,Better price found,initiated,65.61,7.29,2025-02-10 20:54:00
61734,Defective item,refunded,23.33,2.59,2025-12-09 15:21:00
61772,Better price found,initiated,21.29,2.36,2026-01-01 09:48:00
62146,Too small,initiated,104.4,11.6,2025-11-18 06:09:00
62157,Wrong color,refunded,277.51,30.83,2026-02-03 05:24:00
62200,Defective item,denied,105.17,11.68,2025-10-14 06:13:00
62210,Changed my mind,initiated,35.27,3.92,2025-07-19 12:51:00
62231,Better price found,refunded,206.52,22.95,2025-12-04 21:31:00
62303,Defective item,initiated,78.84,8.76,2025-02-16 12:40:00
62451,Duplicate order,denied,42.8,4.76,2025-06-29 09:46:00
62614,Changed my mind,initiated,90.22,10.02,2025-06-24 04:32:00
62615,Too large,initiated,388.64,43.18,2025-06-11 04:32:00
62733,Not satisfied,refunded,194.16,21.57,2026-02-10 05:08:00
62785,Not satisfied,initiated,359.18,39.91,2025-04-08 10:39:00
62881,Changed my mind,refunded,176.58,19.62,2025-09-03 16:31:00
62988,Better price found,refunded,38.97,4.33,2025-05-09 04:59:00
63078,Arrived damaged,initiated,447.15,49.68,2025-04-10 11:09:00
63089,Arrived damaged,denied,54.05,6.01,2025-07-09 09:51:00
63133,Wrong color,initiated,156.91,17.43,2025-09-03 19:01:00
63170,Not satisfied,initiated,38.14,4.24,2025-09-01 03:59:00
63256,Changed my mind,denied,75.62,8.4,2026-03-06 04:39:00
63264,Changed my mind,denied,10.22,1.14,2025-01-16 22:02:00
63296,Arrived damaged,denied,349.62,38.85,2025-04-19 14:26:00
63479,Arrived damaged,denied,15.32,1.7,2025-04-17 14:44:00
63620,Defective item,refunded,60.8,6.76,2025-05-02 03:47:00
63626,Too large,denied,156.85,17.43,2025-05-24 21:59:00
63729,Too small,denied,58.68,6.52,2025-08-16 02:11:00
63736,Wrong color,initiated,91.94,10.21,2025-11-06 02:39:00
63776,Duplicate order,refunded,58.67,6.52,2026-03-15 15:47:00
63797,Not satisfied,initiated,59.02,6.56,2025-01-31 02:43:00
63806,Too large,initiated,159.79,17.75,2025-04-07 09:11:00
63919,Arrived damaged,denied,128.36,14.26,2025-12-05 06:49:00
63955,Not as described,denied,57.2,6.36,2026-02-23 17:45:00
63994,Duplicate order,denied,67.53,7.5,2025-03-19 05:16:00
64035,Changed my mind,denied,35.06,3.89,2026-03-16 23:02:00
64118,Too small,refunded,72.74,8.08,2025-12-22 12:03:00
64389,Wrong color,denied,861.84,95.76,2025-08-24 05:42:00
64442,Too large,initiated,7.45,0.83,2026-01-01 20:35:00
64548,Defective item,refunded,48.71,5.41,2025-08-08 22:11:00
64571,Not satisfied,refunded,6.44,0.72,2025-08-01 13:23:00
64752,Too large,initiated,537.57,59.73,2025-09-19 05:39:00
64754,Better price found,refunded,37.85,4.21,2025-11-24 08:13:00
64760,Too large,initiated,234.74,26.08,2025-08-04 08:19:00
64780,Changed my mind,initiated,50.36,5.6,2025-04-14 08:02:00
64816,Too small,denied,8.06,0.9,2025-08-29 16:26:00
64846,Not as described,refunded,40.4,4.49,2025-07-11 05:37:00
64890,Too small,refunded,87.45,9.72,2025-07-22 06:05:00
65061,Wrong color,denied,185.71,20.63,2025-06-26 15:51:00
65110,Too small,refunded,199.16,22.13,2025-06-16 17:32:00
65129,Wrong color,initiated,40.69,4.52,2025-06-23 00:03:00
65143,Duplicate order,initiated,54.25,6.03,2025-06-01 17:53:00
65166,Too large,denied,53.06,5.9,2025-07-14 11:11:00
65260,Changed my mind,refunded,283.55,31.51,2026-01-16 06:33:00
65268,Not as described,refunded,78.97,8.77,2025-06-30 10:54:00
65314,Duplicate order,denied,39.04,4.34,2025-05-13 07:59:00
65325,Duplicate order,initiated,13.81,1.54,2026-01-28 07:45:00
65355,Arrived damaged,refunded,47.12,5.23,2025-04-17 03:40:00
65627,Too small,denied,213.57,23.73,2025-11-15 08:13:00
65652,Arrived damaged,denied,10.48,1.16,2025-03-10 13:10:00
65822,Too small,initiated,252.79,28.09,2025-10-13 05:06:00
65831,Duplicate order,initiated,121.64,13.51,2026-01-01 04:50:00
66142,Changed my mind,refunded,4.11,0.46,2025-05-22 11:41:00
66200,Arrived damaged,refunded,236.76,26.31,2025-08-31 23:33:00
66305,Not as described,initiated,38.34,4.26,2025-02-03 13:06:00
66434,Wrong color,initiated,18.73,2.08,2025-11-30 21:45:00
66457,Not satisfied,initiated,212.19,23.58,2025-05-06 09:21:00
66483,Defective item,initiated,106.76,11.86,2025-06-21 02:06:00
66493,Not as described,denied,18.43,2.05,2025-11-19 08:50:00
66521,Better price found,refunded,41.41,4.6,2025-09-09 17:42:00
66581,Arrived damaged,denied,30.67,3.41,2025-11-28 19:01:00
66687,Better price found,denied,17.76,1.97,2025-05-02 08:41:00
66754,Changed my mind,denied,859.52,95.5,2025-12-16 21:02:00
66864,Too large,denied,118.54,13.17,2025-10-28 06:59:00
66917,Too large,initiated,110.39,12.27,2025-02-02 16:33:00
66981,Duplicate order,refunded,77.19,8.58,2025-12-17 21:22:00
67155,Not as described,refunded,37.48,4.16,2025-04-25 15:44:00
67173,Better price found,refunded,46.07,5.12,2025-05-28 03:02:00
67193,Wrong color,initiated,103.68,11.52,2025-12-22 11:20:00
67211,Too large,refunded,60.99,6.78,2026-01-23 23:27:00
67228,Better price found,denied,19.1,2.12,2025-04-23 22:37:00
67276,Too large,denied,61.21,6.8,2025-06-17 00:39:00
67284,Better price found,denied,225.83,25.09,2025-05-19 14:17:00
67308,Wrong color,initiated,71.63,7.96,2025-09-12 21:49:00
67345,Arrived damaged,initiated,281.91,31.32,2025-03-06 09:45:00
67533,Duplicate order,refunded,324.68,36.08,2025-12-14 19:31:00
67548,Too small,refunded,19.12,2.12,2025-03-13 07:02:00
67552,Not satisfied,refunded,225.5,25.06,2026-01-16 18:12:00
67589,Arrived damaged,initiated,248.29,27.59,2025-12-13 05:23:00
67615,Changed my mind,denied,104.4,11.6,2025-07-15 14:53:00
67742,Not as described,initiated,595.51,66.17,2025-02-19 18:09:00
67876,Arrived damaged,denied,78.45,8.72,2025-12-24 14:20:00
67898,Too small,initiated,29.59,3.29,2026-01-31 12:49:00
67967,Wrong color,initiated,179.03,19.89,2025-01-18 20:16:00
68043,Duplicate order,denied,60.61,6.74,2025-09-05 07:31:00
68058,Defective item,denied,16.89,1.88,2025-03-06 05:10:00
68062,Not satisfied,refunded,58.05,6.45,2025-09-24 08:08:00
68082,Wrong color,initiated,36.06,4.01,2025-12-22 03:21:00
68132,Arrived damaged,refunded,261.54,29.06,2025-04-17 10:39:00
68159,Changed my mind,refunded,107.19,11.91,2025-07-10 13:27:00
68221,Too small,denied,39.53,4.39,2026-01-01 16:51:00
68285,Not as described,initiated,161.9,17.99,2026-02-09 07:24:00
68298,Too large,initiated,16.33,1.81,2025-02-09 23:46:00
68357,Defective item,denied,599.48,66.61,2025-09-09 01:01:00
68531,Wrong color,initiated,48.71,5.41,2025-07-22 21:07:00
68645,Arrived damaged,refunded,101.71,11.3,2025-01-21 06:55:00
68648,Not as described,initiated,101.29,11.25,2026-01-25 22:22:00
68797,Not as described,refunded,159.79,17.75,2026-01-17 01:39:00
68854,Changed my mind,initiated,340.44,37.83,2025-10-06 13:30:00
68912,Duplicate order,denied,33.31,3.7,2025-05-31 10:59:00
68926,Not as described,initiated,74.3,8.26,2025-01-22 15:57:00
69035,Wrong color,initiated,162.36,18.04,2025-11-15 02:23:00
69060,Duplicate order,initiated,114.42,12.71,2025-08-04 07:00:00
69100,Defective item,denied,76.82,8.54,2025-11-28 21:39:00
69102,Duplicate order,initiated,178.47,19.83,2025-07-01 18:04:00
69131,Too large,initiated,66.2,7.36,2025-06-16 06:58:00
69166,Too large,denied,51.79,5.75,2025-10-11 17:56:00
69204,Too large,denied,67.57,7.51,2025-10-19 13:25:00
69250,Arrived damaged,initiated,36.76,4.08,2025-10-02 00:28:00
69252,Not as described,denied,1124.82,124.98,2025-09-23 00:28:00
69522,Too large,initiated,71.73,7.97,2025-08-26 03:09:00
69533,Not as described,denied,65.01,7.22,2026-02-10 23:01:00
69540,Better price found,refunded,31.03,3.45,2025-03-02 15:48:00
69584,Not as described,denied,657.07,73.01,2025-10-25 08:04:00
69592,Not satisfied,initiated,47.81,5.31,2025-10-28 00:11:00
69637,Too large,initiated,5.85,0.65,2025-12-20 13:33:00
69678,Wrong color,denied,22.57,2.51,2025-04-14 15:28:00
69693,Changed my mind,initiated,184.3,20.48,2025-01-31 16:25:00
69842,Not as described,refunded,546.39,60.71,2026-02-27 12:32:00
69854,Defective item,initiated,123.53,13.72,2026-02-11 03:14:00
70021,Not satisfied,denied,16.73,1.86,2025-04-14 15:19:00
70022,Changed my mind,denied,72.5,8.05,2025-04-07 15:19:00
70100,Arrived damaged,initiated,140.37,15.6,2025-12-20 21:46:00
70241,Arrived damaged,initiated,196.91,21.88,2025-09-14 11:50:00
70362,Not satisfied,refunded,134.92,14.99,2025-04-26 20:11:00
70453,Duplicate order,denied,52.29,5.81,2025-04-14 12:32:00
70485,Too small,refunded,17.15,1.91,2025-12-04 21:22:00
70616,Defective item,denied,92.37,10.26,2025-08-20 15:32:00
70634,Not as described,denied,216.73,24.08,2025-04-18 02:23:00
70670,Duplicate order,denied,250.13,27.79,2025-09-29 15:13:00
70883,Too large,initiated,320.27,35.59,2026-03-15 18:07:00
70897,Too large,initiated,107.64,11.96,2025-04-07 14:01:00
70915,Too small,denied,170.12,18.9,2025-07-08 15:11:00
70967,Arrived damaged,refunded,390.13,43.35,2025-07-05 12:58:00
71193,Wrong color,denied,89.02,9.89,2025-11-21 22:54:00
71217,Changed my mind,initiated,99.04,11.0,2026-02-12 17:00:00
71244,Changed my mind,denied,50.65,5.63,2025-07-08 07:02:00
71258,Not as described,refunded,201.31,22.37,2025-11-11 22:22:00
71363,Not satisfied,initiated,77.44,8.61,2025-03-10 00:51:00
71389,Duplicate order,initiated,133.34,14.82,2025-05-23 03:15:00
71407,Defective item,refunded,177.61,19.73,2025-02-07 14:26:00
71525,Too small,refunded,62.26,6.92,2025-07-13 17:29:00
71599,Too small,denied,117.47,13.05,2026-03-09 18:03:00
71618,Too large,initiated,43.9,4.88,2025-12-19 19:56:00
71678,Duplicate order,refunded,340.44,37.83,2025-04-27 03:32:00
71722,Not satisfied,initiated,79.08,8.79,2025-10-19 04:17:00
71725,Too large,refunded,30.68,3.41,2025-01-17 06:59:00
71732,Arrived damaged,initiated,27.41,3.04,2025-03-09 23:35:00
71799,Not satisfied,denied,48.73,5.41,2025-07-26 15:39:00
72019,Wrong color,initiated,212.46,23.61,2025-02-16 19:24:00
72043,Too large,refunded,30.62,3.4,2025-06-14 14:28:00
72152,Defective item,initiated,35.53,3.95,2025-05-14 14:56:00
72175,Changed my mind,denied,101.97,11.33,2025-09-28 15:32:00
72210,Better price found,initiated,257.82,28.65,2025-07-14 02:03:00
72253,Wrong color,denied,82.84,9.2,2025-07-20 04:38:00
72338,Not satisfied,denied,521.13,57.9,2026-01-19 06:00:00
